Costa Rica,CRI,5711687786.75989,11513472785.7207,14949514493.4226,19952156489.4661,37268635287.1516,54775994478.4981,57285984447.7113
Caribbean small states,CSS,17959211147.0321,21996669072.3931,34177064571.079,48878552450.9397,63268926036.5313,70862033353.6265,68823642409.779
Cuba,CUB,28645436569.1489,30429803651.2192,30565400000,42643836074.8,64328000000,87133000000,96851000000
Curacao,CUW,,,,,,,
Cayman Islands,CYM,,,,2315972638.90556,,,
Cyprus,CYP,5591130217.66965,9933143596.37775,9985843543.82658,18433416241.761,25562264900.6622,19680625485.1946,22054225828.2623
Czech Republic,CZE,40477403219.5176,59775697061.0399,61649492816.5201,136280689891.224,207477857918.919,186829940545.759,215725534372.371
Germany,DEU,1764967948916.6,2591620035485.19,1949953934033.54,2861410272354.18,3417094562648.95,3375611100742.22,3677439129776.6
Djibouti,DJI,452328087.282876,497723960.589913,551230861.856506,708633194.726566,1128611700.3618,1633741922.68737,1844674434.50371
Dominica,DMA,201428730,274522148.148148,333468888.888889,364255074.074074,493824407.407407,540830666.666667,496727000
Denmark,DNK,138247261092.977,185006961302.299,164158800460.219,264467308109.19,321995350346.501,301298464861.385,324871968807.469
Dominican Republic,DOM,7073675544.80847,16598679279.0698,24305116729.1851,36119047252.1794,53982886258.2205,68802092020.9448,75931656814.657
Algeria,DZA,62045099642.7774,41764052457.8814,54790245600.5846,103198228458.588,161207268655.392,165979277276.907,167555280113.181
East Asia & Pacific (excluding high income),EAP,663000622831.177,1314276977638.45,1735179304664.37,3107075045183.43,7882449511059.16,13271287745643.1,14739561923912.5
Early-demographic dividend,EAR,1814815462400.96,2489291020837.96,3289051893099.14,4761736820655.88,8527822449104.14,10262511922399,11289478472218.9
East Asia & Pacific,EAS,4732430623132.27,8296163028866.83,8280879009022.68,10293017369858.1,16943268044133.5,21795245264442.9,23996456162788.6
Europe & Central Asia (excluding high income),ECA,933135736552.354,754741207060.197,698128647956.78,1680592061816.2,3096286598322.38,3074851737103.9,3302378754265.41
Europe & Central Asia,ECS,8833504893235.43,10836510280604,10018778713285.6,16739587605251.8,20920601404656.3,20373896284736.6,21444091703392.5
Ecuador,ECU,15239278100.3502,24432884442.2211,18327764882.4412,41507085000,69555367000,99290381000,104295862000
"Egypt, Arab Rep.",EGY,42978914311.3504,60159245060.4542,99838543960.0763,89685725230.2517,218888324504.753,332698041030.807,235369129337.711
Euro area,EMU,5865987333446.54,7512010529298.88,6480938576671.83,10528797390023.1,12641025254256.9,11667268254660.3,12589879981668
Eritrea,ERI,,578015625,706370815.584416,1098425900.74116,2117039512.19512,,
Spain,ESP,535101248775.71,612939685081.398,595402616546.895,1157276458151.97,1431616749640.29,1197789902774.43,1311320015515.99
Estonia,EST,,4373665145.55468,5685774808.80862,14006088297.4754,19490936349.1753,22566956982.229,25921079612.3337
Ethiopia,ETH,12175166763.285,7663984567.90123,8242392103.68061,12401139453.9738,29933790334.3418,64464547915.2698,80561496133.9172
European Union,EUU,7573007343262.65,9617733023197.24,8906062201757,14433131405635.5,16986909515357.4,16416319932320,17281870755987.3
Fragile and conflict affected situations,FCS,,,217556592771.691,307258061329.075,644646998633.361,781966692278.924,822637672949.247
Finland,FIN,141517648888.198,134199346405.229,125539893126.958,204436015420.968,247799815768.477,232464833065.554,251884887972.766
Fiji,FJI,1337024782.22702,1970347720.96992,1684109743.49338,3006725014.78415,3140508835.9485,4362128146.45309,5061202767.42948
France,FRA,1269179616913.63,1601094756209.75,1362248940482.77,2196126103718.44,2642609548930.36,2438207896251.84,2582501307216.42
Faroe Islands,FRO,,,1062339943.83343,1730894295.38595,2301168186.90991,2476746087.18917,
"Micronesia, Fed. Sts.",FSM,147200000,222103600,233226300,250149400,296525300,315179700,336427500
Gabon,GAB,5952293765.84468,4958845906.34769,5067865320.7979,9578973591.00958,14358584300.3006,14377324797.637,15013950984.084
United Kingdom,GBR,1093169389204.55,1335218557677.13,1647951278559.54,2520701818181.82,2441173394729.62,2885570309160.86,2622433959604.16
Georgia,GEO,7753501867.76095,2693731865.97036,3057453467.55136,6410847045.01065,11638536861.8315,13993546747.7492,15081338092.2875
Ghana,GHA,5889174825.487,6465137614.6789,4983024408.14828,10731634116.7384,32174772955.9748,49181854798.2552,58996776237.7603
Gibraltar,GIB,,,,,,,
Guinea,GIN,2666616176.91609,3693753379.05992,2995360969.16199,2937071767.25576,6853467936.39129,8794202409.5678,10472514514.62
"Gambia, The",GMB,317083373.524559,785996982.492168,782915402.421095,624173239.919651,951806368.699129,1394149615.02468,1489464787.57415
Guinea-Bissau,GNB,243961995.509785,253966922.278198,370173838.651652,586795675.416201,849050127.504407,1047808175.00057,1346841897.00437
Equatorial Guinea,GNQ,112119406.548331,141853368.256815,1045998496.43872,8217369092.65224,16298542027.9965,13180195435.1132,12293579173.2134
Greece,GRC,97891090928.6328,136878366230.328,130133845771.144,247783001865.44,299361576558.217,195541761243.144,200288277129.038
Grenada,GRD,278098762.962963,342172518.518519,520044370.37037,695370296.296296,771013259.259259,997007925.925926,1126882296.2963
Greenland,GRL,1018970364.86443,1208946165.92889,1068030829.75591,1849805732.96203,2503156060.52524,2520206899.62693,
Guatemala,GTM,7650125217.35253,14655404433.2771,19288827158.9035,27211377220.0677,41338521642.0274,63767597193.9175,75620095537.5005
Guam,GUM,,,,4197000000,4895000000,5710000000,5859000000
Guyana,GUY,396582263.291139,621626785.915493,712667896.727512,824880550.343965,2273224261.15644,3197222215.01211,3621046004.84262
High income,HIC,19053933456718.3,26118961974660.9,27898295102220.8,37827853038361.5,45719294230837.4,48319656623607.1,51479366306874.8
"Hong Kong SAR, China",HKG,76928290841.8701,144652912433.103,171668164082.555,181570082162.19,228637697575.04,309383627028.561,341449340450.649
Honduras,HND,4923009551.51561,5347445007.51309,7103507989.05044,9672035709.39793,15839344591.9842,20979767785.2104,22978532896.7816
Heavily indebted poor countries (HIPC),HPC,134425806111.027,131739925207.404,159165104121.53,246605380088.303,473380190094.03,665409603321.643,742642395300.865
Croatia,HRV,,22387561849.4125,21774273831.5586,45347181466.3022,59844207748.9473,49490142433.1046,55213087270.6341
Haiti,HTI,3096289800,2813313278.81082,3953846310.66081,4310358095.62898,6622541528.56888,8724656126.49849,8408150517.97684
Hungary,HUN,,46418916500.3536,47310623887.2319,113035361316.749,130922638689.071,122879042001.915,139135029758.29
IBRD only,IBD,3451318895322.81,4880822224085.46,5800338930601.29,9576194582910.89,19985795436049.1,25914342622835.2,28665370349218.4
IDA & IBRD total,IBT,3788506243939.15,5232984203981.04,6251559693296.07,10320210050931.4,21438046280698.5,27992065449229.7,30791189249167
IDA total,IDA,340982882945.747,352805961417.09,453488227878.829,747885037384.434,1456434804463.07,2089451144888.92,2134213213197.64
IDA blend,IDB,148024471547.354,156253783511.098,198869613283.214,364257339632.166,706536095373.902,1003001432752.72,924274680350.726
Indonesia,IDN,106140727357.032,202132028723.115,165021012077.81,285868618224.017,755094160363.073,860854235065.079,1015539017536.5
IDA only,IDX,191134161853.149,194539471302.208,252200872865.304,378720745779.479,743067809596.669,1079076488884.1,1211018778844.12
Isle of Man,IMN,,914727080.643268,1563667799.61578,3032409189.11876,5920177688.50433,6792417112.29947,
India,IND,316697337894.513,355475984176.175,462146799336.77,808901077222.092,1656617073124.21,2102390808996.69,2600818243559.65
Not classified,INX,,,,,,,
Ireland,IRL,49364681255.6988,69222626262.6263,99853528653.0311,211650764830.245,221951354761.532,290617008367.572,333730764773.18
"Iran, Islamic Rep.",IRN,124813263926.246,96419225743.6248,109591707802.233,226452138291.542,487069570463.768,385874474398.59,454012768723.589
Iraq,IRQ,179885815374.719,,,49954890353.2609,138516722649.573,177498577312.923,192060810810.811
Iceland,ISL,6372905073.10779,7018100153.49728,8927140438.33316,16691490113.795,13310567802.9356,16942247373.9704,23909289978.5861
Israel,ISR,58986997916.8733,100343219506.525,132339311284.428,142462925574.348,233609522091.468,299093839689.55,350850537827.281
Italy,ITA,1177326294440.85,1170787352906.22,1141759996314.72,1852661982340.5,2125058244242.92,1832868490534.11,1934797937411.33
Jamaica,JAM,4592224067.37194,6538840169.73126,8985352831.94058,11204416000,13200286270.4683,14145469269.457,14781107821.7513
Jordan,JOR,4160003917.43258,6727446632.42009,8460424400.56418,12588665303.244,26425379436.6197,37517410281.6901,40068308450.7042
Japan,JPN,3132817652848.04,5449116304981.1,4887519660744.86,4755410630912.14,5700098114744.41,4394977752877.82,4872136945507.59
Kazakhstan,KAZ,26932728898.8146,20374307047.115,18291990619.137,57123671733.8953,148047348240.643,184388432148.715,162886867831.694
Kenya,KEN,8572359162.85631,9046326059.98857,12705357103.0056,18737897744.7948,40000088346.8041,64007751187.8874,79263075749.2682
Kyrgyz Republic,KGZ,2675000000,1661018518.51852,1369692689.42855,2460248026.17783,4794357795.07139,6678178340.45121,7564738836.04122
Cambodia,KHM,,3441205692.9166,3677897739.07628,6293046161.83262,11242275198.9783,18049954289.4229,22158209502.6391
Kiribati,KIR,39809538.6776989,56338028.1690141,67254174.3970315,112133944.253532,156120895.248578,171117872.436331,185572501.532802
St. Kitts and Nevis,KNA,217258907.777778,313483384.814815,433520494.939384,577730934.074074,766785071.244444,936314411.47037,992007403.125926
"Korea, Rep.",KOR,279349355713.801,556130926912.754,561633125839.994,898137194716.188,1094499338702.72,1382764027113.82,1530750923148.7
Kuwait,KWT,18427777777.7778,27191689008.0429,37711864406.7797,80797945205.4795,115419050942.08,114567298105.683,120126277612.925
Latin America & Caribbean (excluding high income),LAC,941929520079.885,1497323587628.83,1798300369038.6,2376142630286.5,4481072174864.07,4387475711763.74,4744004226809.16
Lao PDR,LAO,865559856.1639,1763536304.53964,1731198022.45494,2735558726.25625,7127792629.58294,14390391264.2607,16853087485.4118
Lebanon,LBN,2838485353.96187,11718795528.4939,17260364842.4544,21489962079.602,38419626605.3731,49910270062.1559,53576985686.6998
Liberia,LBR,,,874000000,949000000,1998000000,3177000000,3285455000
Libya,LBY,28901836158.1921,25544128198.9955,38270206950.41,47334148578.4164,74773444900.5368,27842131486.4054,38107728082.5817
St. Lucia,LCA,515979396.777778,680819925.925926,833537296.296296,1015605740.74074,1382054666.66667,1622436703.7037,1737504296.2963
Latin America & Caribbean,LCN,1178575134273.92,1920186460221.25,2287586779028.22,2858804693534.92,5347330835424.51,5516998478056.28,5974236160003.79
Least developed countries: UN classification,LDC,159605165175.418,154720888836.788,207279093722.303,332153320786.486,667272769017.931,959826978203.386,1074101627590.25
Low income,LIC,118048106032.137,102500436541.655,145192911841.727,209529489461.92,392927956726.571,556848371132.139,575398243890.915
Liechtenstein,LIE,1421466239.56234,2428461395.34884,2483953102.79488,3659251525.8593,5082366478.08994,6268391521.19701,
Sri Lanka,LKA,8032551173.24014,13029697560.9756,16330814179.9766,24405791044.7761,56725749222.0435,80604080688.7961,87357205923.1238
Lower middle income,LMC,905268417634.46,1110269244490.84,1294567364808.38,2163693745154.41,4486999779580.24,5834879339132.92,6516981067473.99
Low & middle income,LMY,3546525739404.06,4737807131847.55,5689062395309.29,9649641944891.38,20251031074492,26611543367675.5,29284368455898.7
Lesotho,LSO,596415104.549144,1001889856.91048,887295267.875155,1682350934.85132,2361613522.46014,2510312804.76737,2578265358.30386
Late-demographic dividend,LTE,2033209502650.88,3017385889329.36,3402236664361.05,6162354673016,13513137975049.5,18464370139344.7,20463581135531.2
Lithuania,LTU,,7870782260.51698,11539211480.3625,26125575942.2814,37120517693.8622,41508609232.7778,47168303744.1329
Luxembourg,LUX,13229247947.8513,21588170498.0843,21263514833.2412,37347394602.6614,53212476812.2957,57784495265.4378,62404461274.6636
Latvia,LVA,,5788368511.12379,7937758980.30127,16922504044.804,23757368290.0955,26972863393.6384,30264454641.8004
"Macao SAR, China",MAC,3220920084.77746,6996034036.99892,6720492405.83611,12092222041.9168,28123640998.7253,45361678146.5247,50361201096.4366
St. Martin (French part),MAF,,,,,,,
Morocco,MAR,30180108561.9305,39030285468.3841,38857251336.3448,62343022650.8742,93216746661.5977,101179808076.36,109708728848.535
Monaco,MCO,2481316053.85316,3130270895.13587,2647883815.57966,4202979654.77789,5362649006.62252,6258178995.23123,
Moldova,MDA,,1752979926.41489,1288429391.79951,2988338439.31553,5811604051.96737,6512885830.43282,8128493432.07741
Madagascar,MDG,3081479800.28769,3159901231.97468,3877673539.09084,5039293030.82367,8729936135.74487,9744243531.20119,11499803806.5729
Maldives,MDV,215089005.235602,398988954.970263,624337145.284622,1163362437.5,2588176054.6875,4109424801.40835,4865546027.0157
Middle East & North Africa,MEA,550733429745.5,708750660248.726,967036532456.887,1530343281649.41,2767867932129.79,3147153525197.42,3275662618704.45
Mexico,MEX,261253582805.945,360073909243.855,707906744574.644,877476221382.101,1057801295584.05,1170564619927.69,1150887823404.18
Marshall Islands,MHL,78476000,120230000,110937700,137928600,164969100,179697900,204173430.050761
Middle income,MIC,3432914422091.28,4635785574568.62,5546860568913.78,9441889453410.21,19856773794969.2,26060682945110.6,28708949920301.8
"Macedonia, FYR",MKD,4699646643.10954,4680078740.15748,3772851420.24763,6258600713.82627,9407168702.4313,10064515432.0265,11279509013.9119
Mali,MLI,2681912030.49384,2706425298.36818,2954129565.82965,6245031690.06808,10678749467.4697,13099495529.7113,15334336143.644
Malta,MLT,2547163582.33149,3439931906.61479,4306192435.82207,6394851386.64345,8741059602.64901,10554669617.5194,12518134319.0893
Myanmar,MMR,,,8905066163.58643,11986972418.5103,49540813342.4834,59687410896.5734,67068745521.3823
Middle East & North Africa (excluding high income),MNA,,340938000365.744,451673606823.492,698623941564.982,1383517142376.51,1444184538528.5,1440493935136.74
Montenegro,MNE,,,984297589.359934,2257174480.78597,4139192052.98013,4052913385.82677,4844592066.71174
Mongolia,MNG,2560785660,1452165005.2384,1136896123.61298,2523471532.01083,7189481824.07288,11749620619.5962,11433635875.9316
Northern Mariana Islands,MNP,,,,1061000000,799000000,931000000,1593000000
Mozambique,MOZ,2512079324.07706,2521738759.58885,5016469068.50898,7723846194.87446,10154238250.1818,14798413628.4625,12645508633.7664
Mauritania,MRT,1019600770.60339,1415296704.11812,1293654175.2102,2184445123.17519,4337791006.84248,4844223106.95469,5024708655.99147
Mauritius,MUS,2653480001.34558,4040345933.29231,4582555124.64952,6283803256.01264,10003670690.3497,11692287066.381,13266427697.2513
Malawi,MWI,1880771556.30474,1397457932.30697,1743506531.32652,3655909664.1423,6959655570.89098,6373212640.84604,6303292264.18905
Malaysia,MYS,44024178343.0071,88704944178.6284,93789736842.1053,143534102611.497,255016609232.871,296636282166.176,314710259510.743
North America,NAC,6575110950908.47,8270122373385.4,11030552667252.6,14267952115864.7,16583580836811.1,19686255793552.8,21049975179140.2
Namibia,NAM,2785764518.01845,3942478194.55049,3833993706.73581,7121391945.38407,11282192605.0374,11650656642.2655,13253698014.7075
New Caledonia,NCL,2529310103.83608,3628440274.67,2682347064.3642,,,,
Niger,NER,2480673194.99252,1880803361.68562,1798374468.36362,3405134831.85049,5718664504.91341,7217667780.59665,8119710126.3489
Nigeria,NGA,54035795388.0915,44062465800.0298,69448756932.6008,176134087150.54,363359886203.263,494583180777.234,375745486520.656
Nicaragua,NIC,1009455483.87097,4140470000,5107329007.0922,6321335612.22233,8758622328.66962,12611087031.4931,13814261535.5434
Netherlands,NLD,314267667675.178,446528959648.641,412807259996.315,678533764457.157,836389937229.197,757999453314.269,826200282501.127
Norway,NOR,119791683307.507,152027402449.804,171315639982.731,308722079937.912,429130952709.224,386663139402.707,398831956477.937
Nepal,NPL,3627562402.66027,4401104417.67068,5494252207.90502,8130258041.46706,16002656434.4746,21410840908.5198,24880266905.4961
Nauru,NRU,,,,,49248810.5726872,100459782.608696,113884908.36413
New Zealand,NZL,45519034243.71,63918039319.8725,52622842840.2055,114718721396.888,146583831538.331,177620948761.31,205852838254.712
OECD members,OED,18715226043501.8,25440732789663.8,27406671767333.5,37336037234230.5,44647279651025.7,46749583061470,49629781174501.2
Oman,OMN,11685045513.6541,13802600780.2341,19507412223.6671,31081924577.3732,58642392717.8153,68905071521.4564,72642652795.8387
Other small states,OSS,54371459809.2087,69824485482.0043,91543040987.1909,184150951873.71,324296889115.896,370581353575.521,403250638049.942
Pakistan,PAK,40010424928.715,60636022422.6176,73952374969.7995,109502102510.883,177406854514.885,270556126820.064,304951818494.066
Panama,PAN,6433967000,9573813700,12304115000,16374393900,29440287600,54091713775.5634,62283756584.4322
Peru,PER,26410386669.3609,53312793687.3836,51744749133.213,76060606060.6061,147528937028.778,189926516769.25,211389272242.157
Philippines,PHL,44311593755.7845,74119987244.5011,81026300310.0109,103071582125.968,199590775190.258,292774099013.687,313595208736.66
Palau,PLW,,,144759500,184677300,182863000,293124000,289823500
Papua New Guinea,PNG,3219730364.99623,4636057476.42568,3521339699.07407,4865892972.27595,14250726289.854,20638636035.255,20536314601.1039
Poland,POL,65977749036.9844,142137319587.629,171885598582.637,306125173852.573,479257883741.752,476970902628.578,526465839002.568
Pre-demographic dividend,PRE,193961244640.427,173385946166.044,236361622279.74,488232120417.858,1011298380634.19,1344611323866.14,1295511382676.35
Puerto Rico,PRI,30603919000,42647331000,61701800000,83914521340.5431,98381300000,103375500000,
"Korea, Dem. People’s Rep.",PRK,,,,,,,
Portugal,PRT,78721607509.4923,118133634071.912,118358489957.619,197304513120.259,238303443425.21,199420256049.689,217571083045.99
Paraguay,PRY,5812114523.02702,9062131475.02318,8855705139.55857,10737500188.1123,27215968615.5548,36164068797.2511,39667400816.2126
West Bank and Gaza,PSE,,3282800000,4313600000,4831800000,8913100000,12673000000,14498100000
Pacific island small states,PSS,2421494079.78455,3730007249.5015,3444107103.84476,5264846475.9399,6416546872.32604,8589369460.34644,9665737127.79857
Post-demographic dividend,PST,18360785582372.7,24858861578691.6,26289657755205.7,35641133776484.9,42412404216511.4,44280417963556.6,47092727170709
French Polynesia,PYF,3181206304.81549,3982374845.92709,3447543137.9415,,,,
Qatar,QAT,7360439423.07692,8137911978.02198,17759890109.8901,44530494505.4945,125122306346.154,161739835164.835,166928571428.571
Romania,ROU,38995454545.4545,37662075750.123,37438527799.5302,99697566667.8107,166225180150.414,177893451831.141,211883923504.01
Russian Federation,RUS,516814274021.956,395531066563.296,259708496267.33,764017107993.346,1524917468442.6,1368400705490.7,1577524145962.85
Rwanda,RWA,2550185618.14774,1293535010.94467,1734938652.21165,2581313485.68523,5773084568.14756,8277613193.57631,9135454442.14013
South Asia,SAS,402945014641.955,475089669292.961,616124993112.047,1028573541116.05,2042061634081.08,2696116882251.6,3294668928203.49
Saudi Arabia,SAU,117630271802.403,143343036341.789,189514926213.333,328459608764.111,528207200000,654269902880,686738400000
Sudan,SDN,12408647540.9836,13829744878.6366,12257418326.0734,26524538565.7403,65634109236.7736,97156119150,117487857142.857
Senegal,SEN,7237100724.34196,6176312552.1388,5924239700.81588,11022821631.8674,16215069255.5883,17767620058.8554,21070225734.7861
Singapore,SGP,36152027893.1446,87890009877.24,95833932714.6172,127417688055.756,236421782178.218,304097759674.134,323907234412.34
Solomon Islands,SLB,302515026.890225,519334096.714525,435103853.485036,413909879.281265,681151193.502387,1154650068.85921,1303453622.23293
Sierra Leone,SLE,649644826.800447,870758739.40678,635874002.198748,1650494366.99875,2578026297.15912,4218723875.1379,3775047333.92116
El Salvador,SLV,4817542204.02673,8921947100,11784927700,14698001400,18447922400,23166030400,24805439600
San Marino,SMR,,,1101897917.81832,1958711603.03445,2139072847.68212,1523012088.2777,1632860040.56795
Somalia,SOM,,,,,,6659000748.05936,7052000000
Serbia,SRB,,16750000000,6540247190.33529,26252007830.4639,39460357730.5224,37160332465.1645,41431648801.1663
Sub-Saharan Africa (excluding high income),SSA,335448919102.487,354517780691.292,391469596883.441,759311552239.815,1365285978395.57,1663688786788.45,1668269754341.73
South Sudan,SSD,,,,,,10906867789.8878,
Sub-Saharan Africa,SSF,335818013649.388,355028185180.411,392087586531.511,760233816351.432,1366254396942.11,1665066294226.42,1669767509030.35
Small states,SST,74687407806.4398,95404648264.3995,129159920380.07,238291296532.759,393982362024.753,450032756389.494,481740017587.519
Sao Tome and Principe,STP,,,,125146438.67676,197454053.145088,315521531.954768,392570292.501299
Suriname,SUR,388400000,691590497.737557,947671969.69697,1793388732.29125,4368398047.64333,4767414747.88691,2995827900.91265
Slovak Republic,SVK,12694544692.7374,25733043137.2549,29114875621.8905,62697540106.9519,89501012915.7314,87501423882.4686,95769031980.1362
Slovenia,SVN,,21273055398.3017,20342201356.0052,36346974008.2079,48013606745.4803,43072415017.4321,48769655479.2388
Sweden,SWE,258154283908.9,264051981551.316,259802012617.057,389042298376.845,488377689564.921,497918109302.399,538040458216.997
Eswatini,SWZ,1114703088.1614,1698982437.76019,1738100853.05052,3178126491.90949,4438778424.30203,4020275298.02726,4433664364.24725
Sint Maarten (Dutch part),SXM,,,,,,,
Seychelles,SYC,368584758.942457,508221508.221508,614879764.780006,919103254.545455,969936525.298729,1377492465.56086,1497959568.97249
Syrian Arab Republic,SYR,12308624283.9787,11396706586.8263,19325894913.1254,28858965517.2414,,,
Turks and Caicos Islands,TCA,,,,,,,
Chad,TCD,1738605558.05432,1445919969.89272,1385058161.76746,6646663561.2656,10657705536.4978,10945989471.6286,9871247731.89787
East Asia & Pacific (IDA & IBRD countries),TEA,661633286422.921,1311566484314.35,1731600765283.84,3100871257451.28,7867125329023.63,13245781212588.4,14711297865073.7
Europe & Central Asia (IDA & IBRD countries),TEC,1020989552595.84,919123165989.357,891788520370.975,2032064417135.07,3635388689813.08,3601312782165.58,3884057680538.62
Togo,TGO,1628427515.41881,1309382885.33029,1488185772.47585,2280575830.08337,3426022205.75557,4179185205.16122,4757776485.12802
Thailand,THA,85343063965.9182,169278552851.272,126392308497.749,189318499954.003,341105009515.333,401399422442.967,455302682985.757
Tajikistan,TJK,2629395066.27017,1231567145.35508,860521119.298753,2312327536.41789,5642178579.58438,7854602391.65355,7146449583.02631
Turkmenistan,TKM,3189539641.3171,2474614242.04624,2904662604.82053,8103901996.37024,22583157894.7368,35799714285.7143,37926285714.2857
Latin America & the Caribbean (IDA & IBRD countries),TLA,1109227874665.3,1833464052368.17,2174345039489.08,2706520157544.43,5152710424889.5,5289638340934.71,5722759834219.96
